id,name,aadhaar,bank_account,bank_name,address,district,scheme,amount,dob,mobile,registration_date
1205,Meera Sahu,376502512825,73960677365,Allahabad Bank,"House 920, Rajiv Nagar, Jaipur",Jaipur,PM Ujjwala,2451.71,1989-08-14,9729893598,2023-08-05
1206,Ramesh Lodhi,685702322510,40602829670,Indian Bank,"House 162, New Colony, Kanpur",Kanpur,PM Fasal Bima,17240.91,1986-04-11,9303416529,2021-02-26
1207,Sanjay Kumar,711105645006,24209156722,Central Bank,"House 298, Model Town, Nagaon",Nagaon,PM Fasal Bima,21996.18,1967-10-02,9313785588,2023-08-10
1208,Anjali Mukherjee,047778659622,19660790305,Union Bank,"House 395, Rampur, Gorakhpur",Gorakhpur,PM Awas Yojana,144084.28,1989-10-12,9978232861,2022-02-28
1209,Deepak Nirmalkar,233214688197,36993563272,Bank of India,"House 347, Shantinagar, Kanpur",Kanpur,NSAP Pension,5776.81,1993-05-19,9756048063,2023-12-08
1210,Asha Nirmalkar,007727110387,91332989262,Allahabad Bank,"House 442, Nehru Vihar, Allahabad",Allahabad,PM Awas Yojana,130828.86,1978-10-06,9548764453,2025-10-09
1211,Ritu Sharma,968439642156,02679490088,State Bank of India,"House 700, New Colony, Amritsar",Amritsar,PM Awas Yojana,135965.1,1958-06-30,9681267711,2022-08-03
1212,Vijay Gupta,153462866393,46314259395,Punjab National Bank,"House 626, Indira Colony, Varanasi",Varanasi,MGNREGA,10298.77,1982-01-13,9414370353,2020-12-31
1213,Deepak Das,508651543903,79094414540,Bank of India,"House 794, Shantinagar, Gorakhpur",Gorakhpur,Ayushman Bharat,48904.37,1976-10-13,9720263030,2024-05-31
1214,Munni Jha,789270578070,81417791836,Union Bank,"House 260, Sardar Patel Nagar, Kamrup",Kamrup,PM Ujjwala,2458.43,1973-03-24,9056004109,2023-08-02
1215,Kamla Naidu,278239895997,75807376108,State Bank of India,"House 45, Sardar Patel Nagar, Sivasagar",Sivasagar,PMKVY Skill Dev,16585.9,1980-04-14,9640891432,2021-01-16
1216,Mangala Devi,387242621319,07224522392,State Bank of India,"House 240, Rajiv Nagar, Kamrup",Kamrup,Ayushman Bharat,41049.76,2000-12-29,9503062672,2021-02-04
1217,Geeta Mallah,709058065907,94711540934,Punjab National Bank,"House 531, Netaji Nagar, Amritsar",Amritsar,PMSBY Insurance,1220.2,1985-02-14,9725423794,2025-08-23
1218,Kiran Yadav,335139673277,21042728645,Bank of Baroda,"House 665, Subhash Nagar, Gaya",Gaya,PM Ujjwala,2518.38,1984-08-09,9156272781,2024-08-23
1219,Ganesh Mukherjee,819803647342,07394685633,Central Bank,"House 877, Krishnanagar, Muzaffarpur",Muzaffarpur,PM Fasal Bima,12300.48,1923-11-15,9013412820,2023-03-07
1220,Hitesh Roy,431921981162,29387525234,Canara Bank,"House 54, Azad Nagar, Barpeta",Barpeta,NSP Scholarship,5120.34,1986-04-17,9994861157,2021-12-31
1221,Deepak Gupta,931841516972,37659008372,Allahabad Bank,"House 154, Azad Nagar, Jorhat",Jorhat,NSAP Pension,3763.27,1965-06-29,9886160459,2021-04-18
1222,Lalita Sharma,364796051372,76814797672,Union Bank,"House 737, Model Town, Gaya",Gaya,PMKVY Skill Dev,16739.73,1998-02-12,9508764384,2021-11-28
1223,Rajesh Lodhi,056462362172,80835406955,Bank of India,"House 766, Bapunagar, Darbhanga",Darbhanga,PMSBY Insurance,1853.4,1991-04-15,9085255454,2020-10-25
1224,Hitesh Verma,148539192535,38007288823,Bank of India,"House 420, Subhash Nagar, Barpeta",Barpeta,PMKVY Skill Dev,16979.61,1969-04-25,9992809275,2020-12-12
1225,Suman Patel,512752506550,95202074370,Union Bank,"House 543, Bapunagar, Nagaon",Nagaon,NSAP Pension,3828.09,2000-09-08,9927409097,2023-08-06
1226,Kamla Lodhi,108801033953,06092039987,Allahabad Bank,"House 241, Gandhi Nagar, Ludhiana",Ludhiana,PM Ujjwala,2528.47,1961-02-21,9259309476,2023-09-09
1227,Bharat Sharma,995889731803,82689132069,Punjab National Bank,"House 747, Sardar Patel Nagar, Bhagalpur",Bhagalpur,MGNREGA,10937.78,1975-04-02,9033747459,2025-04-09
1228,Munni Singh,887942635440,67173912256,UCO Bank,"House 404, Netaji Nagar, Bhagalpur",Bhagalpur,NSP Scholarship,5903.47,2000-10-25,9003451998,2021-01-31
1229,Prakash Reddy,197919643494,82608198350,Allahabad Bank,"Plot No.4, Near Panchayat Office, Sonitpur",Darbhanga,PMKVY Skill Dev,8117.65,1979-07-25,9257749383,2022-08-13
1230,Rekha Rani,455758416185,95672730778,UCO Bank,"House 311, Lal Bahadur Nagar, Allahabad",Allahabad,PM-KISAN,3070.32,1970-10-30,9755326337,2023-10-27
1231,Umesh Reddy,552131088681,35372417822,Punjab National Bank,"House 293, Nehru Vihar, Darrang",Darrang,PM Fasal Bima,8634.82,1989-01-12,9904967616,2021-12-31
1232,Vinod Joshi,522906289178,06975151546,Allahabad Bank,"House 420, Lal Bahadur Nagar, Muzaffarpur",Muzaffarpur,PM Ujjwala,2749.08,1987-11-05,9107459579,2021-09-26
1233,Dinesh Kahar,888207250615,82017890781,Bank of Baroda,"House 437, Gandhi Nagar, Kamrup",Kamrup,NSAP Pension,3594.0,1987-08-29,9451487062,2022-01-18
1234,Sunita Joshi,183848770066,59483373415,Bank of Baroda,"House 243, Rajiv Nagar, Sonitpur",Sonitpur,PM Ujjwala,3056.66,1978-10-28,9528672897,2022-04-25
1235,Kavita Patel,033084019072,91983725808,Bank of Baroda,"House 631, Rajiv Nagar, Jorhat",Jorhat,PM Awas Yojana,144278.01,1980-02-25,9367096631,2023-03-02
1236,Hari Chauhan,311185624627,34176383606,State Bank of India,"House 315, Rajiv Nagar, Raipur",Raipur,PM Ujjwala,2706.52,1999-10-21,9613414405,2025-05-11
1237,Neha Pandey,348750705257,44751935024,Central Bank,"House 594, Rampur, Jorhat",Jorhat,MGNREGA,8800.14,1999-06-12,9304010408,2023-07-31
1238,Saroj Bind,196438828915,63379467757,Punjab National Bank,"House 608, Lal Bahadur Nagar, Lucknow",Lucknow,MGNREGA,10121.81,1966-12-15,9654409329,2023-09-15
1239,Rajesh Kumar,005979905870,32255253126,Canara Bank,"House 534, Model Town, Gaya",Gaya,PMSBY Insurance,1296.87,1997-01-13,9211484904,2025-11-02
1240,Lalita Verma,703341610528,66676640091,Allahabad Bank,"House 828, Shantinagar, Jaipur",Jaipur,PM Awas Yojana,125389.53,1985-11-24,9044113676,2023-08-05
1241,Meera Nirmalkar,617591503273,70086456941,Indian Bank,"House 379, Bapunagar, Indore",Indore,Ayushman Bharat,6537.28,1970-07-11,9884762522,2022-04-02
1242,Dinesh Chatterjee,112227048671,86227528325,Bank of Baroda,"House 682, Subhash Nagar, Lucknow",Lucknow,PM Fasal Bima,21802.85,1993-02-26,9616606020,2021-04-05
1243,Yogesh Ghosh,934174206272,05315424300,State Bank of India,"House 162, Shantinagar, Gorakhpur",Gorakhpur,PMSBY Insurance,1834.24,1991-01-02,9355688290,2020-12-27
1244,Shanti Nair,370405718931,95281155347,Bank of India,"House 701, Krishnanagar, Darrang",Darrang,NSP Scholarship,7928.06,1992-10-09,9446986780,2023-04-17
1245,Guddi Kumar,629660174346,02914629756,Canara Bank,"House 583, Krishnanagar, Allahabad",Allahabad,PM Awas Yojana,140705.71,1984-09-22,9417111436,2023-05-26
1246,Naresh Rani,582630317731,20799058856,Allahabad Bank,"House 866, Azad Nagar, Gaya",Gaya,PM Fasal Bima,4546.02,1966-07-13,9097220647,2025-02-04
1247,Kavita Sahu,300040291145,13123385098,Punjab National Bank,"House 480, Shantinagar, Kanpur",Kanpur,MGNREGA,4319.04,2000-02-07,9094172875,2024-03-08
1248,Anil Joshi,594909459115,69592819129,Bank of Baroda,"House 521, Model Town, Varanasi",Varanasi,PM Ujjwala,3110.31,1984-11-26,9844810186,2021-02-21
1249,Tulsi Maurya,489372558456,06856780042,Indian Bank,"House 297, Indira Colony, Jaipur",Jaipur,PM Fasal Bima,4635.22,1989-12-23,9503557385,2021-07-19
1250,Rekha Ghosh,992262513680,96017092461,Union Bank,"House 676, New Colony, Dhubri",Dhubri,PMKVY Skill Dev,9499.6,1977-08-10,9614674678,2025-12-07
1251,Parvati Jha,826798589770,39643247174,Allahabad Bank,"House 711, Gandhi Nagar, Nagaon",Nagaon,PM-KISAN,5711.06,1997-10-31,9960108047,2021-07-23
1252,Prakash Sahu,830093481126,86081851818,UCO Bank,"House 861, Netaji Nagar, Jorhat",Jorhat,Ayushman Bharat,9169.2,1973-02-08,9805875441,2021-03-16
1253,Vandana Kewat,084986205392,20322121035,State Bank of India,"House 89, Azad Nagar, Jorhat",Jorhat,NSAP Pension,5124.48,1983-03-19,9842938158,2024-10-28
1254,Geeta Iyer,245216489605,68925869827,Canara Bank,"House 673, Bapunagar, Jabalpur",Jabalpur,PM-KISAN,5332.83,1982-10-06,9321469142,2024-12-16
1255,Deepak Chauhan,827844643655,16460776681,Punjab National Bank,"House 636, Subhash Nagar, Jodhpur",Jodhpur,PM-KISAN,4150.38,1991-05-19,9247936175,2024-03-05
1256,Suresh Kewat,696584439878,14354084987,Indian Bank,"House 994, Model Town, Varanasi",Varanasi,PM-KISAN,2967.45,1989-05-05,9784150134,2025-04-18
1257,Neha Kahar,030891611033,37298775569,Punjab National Bank,"House 356, Netaji Nagar, Raipur",Raipur,PM Ujjwala,2879.91,1983-06-14,9572797073,2024-12-15
1258,Munni Ghosh,036193058880,73616439606,Canara Bank,"House 662, Krishnanagar, Darbhanga",Darbhanga,PM-KISAN,4336.71,1989-03-30,9174241772,2025-03-10
1259,Anil Roy,439814192982,69545404804,Allahabad Bank,"House 521, Rampur, Jorhat",Jorhat,PM Fasal Bima,18544.86,1958-01-08,9939514241,2023-09-04
1260,Neha Sahu,013475352177,09828714512,Union Bank,"House 485, Rampur, Jabalpur",Jabalpur,PM-KISAN,2430.83,1983-01-13,9644913270,2024-12-16
1261,Rajan Shah,823973169322,73242888133,Central Bank,"House 233, Netaji Nagar, Muzaffarpur",Muzaffarpur,PMSBY Insurance,1516.34,1994-10-03,9345957310,2025-10-02
1262,Bharat Bose,651705000597,16837354915,Union Bank,"House 484, Nehru Vihar, Barpeta",Barpeta,PMKVY Skill Dev,9351.65,1978-03-09,9003811679,2022-11-17
1263,Suresh Pandey,630816278518,11469904704,Canara Bank,"House 409, Indira Colony, Goalpara",Goalpara,NSP Scholarship,6228.57,1974-07-14,9916530437,2024-05-26
1264,Rekha Sharma,110873123651,58683071860,Canara Bank,"House 944, Rajiv Nagar, Varanasi",Varanasi,PM Fasal Bima,11623.19,1976-07-05,9565311739,2025-10-31
1265,Vinod Chauhan,528301093594,97701873539,State Bank of India,"House 896, Nehru Vihar, Kanpur",Kanpur,PM Ujjwala,1780.08,1960-05-17,9532221236,2022-12-24
1266,Devaki Kurmi,304591940576,61606699514,Punjab National Bank,"House 864, Lal Bahadur Nagar, Darrang",Darrang,PM Fasal Bima,11949.45,1988-07-12,9725268690,2022-12-09
1267,Sunil Mehta,567026656721,04474283362,Central Bank,"House 31, Krishnanagar, Dhubri",Dhubri,PM Awas Yojana,548139.82,1977-03-28,9417792416,2020-12-06
1268,Ashok Bind,079359945721,09828714512,Indian Bank,"House 907, Nehru Vihar, Ludhiana",Ludhiana,PM Fasal Bima,20538.92,1963-10-06,9261806375,2023-04-08
1269,Naresh Verma,574464681162,29006340185,Indian Bank,"House 430, Sardar Patel Nagar, Ludhiana",Ludhiana,PM Ujjwala,2625.44,1921-11-29,9620890969,2020-11-21
1270,Tulsi Nair,486414059548,35834516505,Allahabad Bank,"House 565, Subhash Nagar, Darrang",Darrang,NSP Scholarship,11458.05,1982-09-01,9059453074,2023-06-11
1271,Santosh Sharma,635281196623,11568931078,Bank of India,"House 110, Azad Nagar, Ludhiana",Ludhiana,PMKVY Skill Dev,19803.15,1966-11-14,9811378454,2022-12-21
1272,Hitesh Rajput,795779516006,18793369884,Bank of India,"House 422, Krishnanagar, Sonitpur",Sonitpur,PM Ujjwala,2099.15,1988-10-08,9570635631,2022-07-28
1273,Rakesh Reddy,866569944796,98534916498,Allahabad Bank,"House 999, Indira Colony, Gorakhpur",Gorakhpur,MGNREGA,14492.38,1974-03-09,9486638760,2024-10-03
1274,Santosh Chauhan,301867840400,55293444693,State Bank of India,"House 658, Netaji Nagar, Jaipur",Jaipur,PMSBY Insurance,1433.59,1956-12-16,9207936976,2022-10-24
1275,Babli Yadav,738696965776,64969882654,Central Bank,"House 557, Subhash Nagar, Bhagalpur",Bhagalpur,PM-KISAN,3560.25,1974-01-13,9391096690,2024-08-02
1276,Hari Naidu,481661815044,72779933652,Punjab National Bank,"House 752, Gandhi Nagar, Kanpur",Kanpur,PM Awas Yojana,127169.98,1961-04-27,9165581895,2024-02-22
1277,Kavita Kewat,863600466818,94946748189,Canara Bank,"House 592, Gandhi Nagar, Raipur",Raipur,PM Fasal Bima,24918.53,1993-05-27,9650860941,2023-09-11
1278,Munni Singh,541778212606,71333293237,State Bank of India,"House 615, Shantinagar, Lucknow",Lucknow,MGNREGA,6679.14,1966-12-12,9549276550,2021-02-17
1279,Suresh Nair,842090163491,86992218585,Central Bank,"House 827, Lal Bahadur Nagar, Sonitpur",Sonitpur,NSP Scholarship,11650.91,1971-02-21,9229051420,2023-05-19
1280,Ashok Yadav,548744538427,48583320319,UCO Bank,"House 146, Rampur, Sivasagar",Sivasagar,NSP Scholarship,4573.54,1985-08-21,9358091169,2021-07-28
1281,Kiran Pandey,000658206246,37945788749,UCO Bank,"House 672, Rampur, Indore",Indore,Ayushman Bharat,14489.28,1958-05-27,9048746569,2023-10-19
1282,Sanjay Das,902483615266,31830975280,Union Bank,"House 644, Ambedkar Nagar, Dhubri",Dhubri,PMSBY Insurance,1794.15,1925-03-22,9654345562,2024-04-29
1283,Babli Devi,503850634483,91631829064,Allahabad Bank,"House 190, Azad Nagar, Jaipur",Jaipur,Ayushman Bharat,35945.21,1958-03-21,9246501761,2025-02-07
1284,Deepak Iyer,755806821466,04600115123,Bank of India,"House 126, Netaji Nagar, Lakhimpur",Lakhimpur,PM Awas Yojana,141783.08,1967-08-16,9329339256,2024-01-17
1285,Anita Nair,587839547626,16690600020,Bank of India,"House 521, Shantinagar, Indore",Indore,PM Fasal Bima,2676.55,1964-09-09,9021928154,2023-08-03
1286,Geeta Mukherjee,833400472415,60020942620,State Bank of India,"House 785, Netaji Nagar, Gaya",Gaya,PM-KISAN,4873.8,1969-02-26,9883275885,2024-05-30
1287,Anjali Nair,290629198248,91515911751,Union Bank,"House 444, Shantinagar, Bilaspur",Bilaspur,MGNREGA,12662.33,1988-05-06,9036827676,2021-11-04
1288,Seema Naidu,539110342783,08851919920,Punjab National Bank,"House 102, New Colony, Goalpara",Goalpara,PMSBY Insurance,1421.06,1960-08-22,9075489369,2020-11-30
1289,Parvati Yadav,804080460370,42594442916,Punjab National Bank,"House 802, Krishnanagar, Udaipur",Udaipur,PMSBY Insurance,1958.55,1986-12-05,9198123409,2021-06-17
1290,Deepak Nath,462429760452,11107288921,State Bank of India,"House 374, Lal Bahadur Nagar, Jaipur",Jaipur,PM Fasal Bima,19005.47,1995-08-04,9267212379,2023-08-07
1291,Devaki Mishra,677495416852,18207538573,Union Bank,"House 74, Azad Nagar, Goalpara",Goalpara,MGNREGA,13405.15,1958-05-16,9665370088,2021-09-19
1292,Kavita Devi,568696024772,01145488506,State Bank of India,"House 717, Gandhi Nagar, Jaipur",Jaipur,PM Fasal Bima,15427.11,1962-06-15,9165570814,2024-10-06
1293,Leela Joshi,551153157100,62239943778,Punjab National Bank,"House 594, Netaji Nagar, Amritsar",Amritsar,PM-KISAN,4054.26,1957-04-28,9865009707,2023-03-26
1294,Santosh Naidu,573461810532,71903376504,Allahabad Bank,"House 159, Nehru Vihar, Lakhimpur",Lakhimpur,PMKVY Skill Dev,18447.94,1976-07-07,9315682040,2021-09-23
1295,Deepak Mehta,367676386572,22707987753,Union Bank,"House 417, New Colony, Gorakhpur",Gorakhpur,PM Ujjwala,2562.25,1963-06-02,9696960978,2021-01-23
1296,Anita Lodhi,479343070387,95985629297,Canara Bank,"House 503, Ambedkar Nagar, Bhagalpur",Bhagalpur,Ayushman Bharat,38728.89,1995-04-12,9986164510,2023-07-23
1297,Suman Kumar,311074566811,23878936664,State Bank of India,"House 19, Rampur, Nagaon",Nagaon,PM Fasal Bima,18865.89,1971-05-02,9643736896,2020-10-15
1298,Sunil Rani,861130267687,32728861233,Bank of Baroda,"Plot No.4, Near Panchayat Office, Sonitpur",Amritsar,NSAP Pension,5415.15,1963-02-14,9358581868,2020-10-15
1299,Guddi Shah,846665757862,72730478845,State Bank of India,"House 148, Bapunagar, Ludhiana",Ludhiana,NSP Scholarship,7508.08,1994-03-02, ,2022-01-07
1300,Sunita Mukherjee,306543804264,78513087358,Union Bank,"House 508, Ambedkar Nagar, Jabalpur",Jabalpur,NSP Scholarship,308613.05,1965-01-10,9410038121,2025-01-13
1301,Hari Nath,679083002328,83867419227,Central Bank,"House 777, Netaji Nagar, Amritsar",Amritsar,NSAP Pension,4520.41,1958-07-06,9605059839,2024-05-20
1302,Priya Ghosh,314514022767,72598779959,Central Bank,"House 475, Ambedkar Nagar, Udaipur",Udaipur,MGNREGA,8284.49,1987-08-02,9622639076,2021-01-11
1303,Bharat Nair,765099488429,74185349322,Punjab National Bank,"House 311, Rajiv Nagar, Raipur",Raipur,NSAP Pension,2754.4,1976-12-07,9190644146,2022-04-28
1304,Savita Mallah,358836191845,01778301622,Central Bank,"House 18, Krishnanagar, Goalpara",Goalpara,NSAP Pension,2979.44,1993-03-11,9142120600,2021-11-09
1305,Pushpa Das,381035983325,99206058701,Punjab National Bank,"House 836, Sardar Patel Nagar, Varanasi",Varanasi,PMSBY Insurance,1913.99,1957-10-27,9954261578,2024-02-23
1306,Rekha Sahu,075047073143,79318912196,Indian Bank,"House 190, Lal Bahadur Nagar, Kamrup",Kamrup,PM-KISAN,3626.61,1987-03-19,9535223906,2021-04-07
1307,Prakash Roy,481240245297,94365245380,Central Bank,"House 942, New Colony, Bhopal",Bhopal,PM Fasal Bima,12884.74,1989-08-28,9583554771,2025-10-29
1308,Nisha Jha,262427225913,73623251566,Union Bank,"House 268, Bapunagar, Bhagalpur",Bhagalpur,NSAP Pension,4107.26,1970-12-05,9166631231,2021-07-20
1309,Kiran Sahu,903510490125,77859334159,Central Bank,"House 495, Subhash Nagar, Barpeta",Barpeta,PM-KISAN,5149.15,1981-01-27,9703663007,2023-09-21
1310,Parvati Nath,995670158997,38447680050,Allahabad Bank,"House 537, Model Town, Jorhat",Jorhat,PM Ujjwala,2764.07,1978-12-14,9395677908,2022-02-15
1311,Ramesh Rani,275374046813,27567226400,Punjab National Bank,"House 160, Shantinagar, Allahabad",Allahabad,MGNREGA,9196.38,1958-10-26,9934171340,2025-11-06
1312,Suresh Pandey,053922989590,93957041946,Bank of India,"House 209, Gandhi Nagar, Varanasi",Varanasi,Ayushman Bharat,20508.28,1961-04-28,9800827070,2022-04-10
1313,Santosh Kumar,449850337330,09250374612,Indian Bank,"House 289, Sardar Patel Nagar, Bhagalpur",Bhagalpur,PM Awas Yojana,133899.53,1927-07-24,9319691792,2025-01-25
1314,Rekha Shah,690193138032,49393349258,Indian Bank,"House 680, Lal Bahadur Nagar, Kanpur",Kanpur,PM Fasal Bima,23093.0,1959-02-15,9476170394,2024-01-07
1315,Naresh Chauhan,042502200640,50330660536,Bank of Baroda,"House 669, Rampur, Jaipur",Jaipur,PMSBY Insurance,1800.64,1973-11-06,9619336476,2023-12-06
1316,Seema Iyer,121113427182,03785557982,Bank of India,"House 929, Azad Nagar, Kanpur",Kanpur,PM Awas Yojana,146707.66,1956-04-26,9753889207,2022-12-29
1317,Usha Verma,464151782175,92426264205,UCO Bank,"House 701, Azad Nagar, Allahabad",Allahabad,PM-KISAN,4465.18,1931-06-11,9794311920,2025-05-21
1318,Vijay Nath,659220151681,32404908287,Indian Bank,"House 32, Indira Colony, Allahabad",Allahabad,Ayushman Bharat,35457.01,1983-12-05,9959114900,2022-05-31
1319,Mukesh Joshi,921504521254,25830605093,Indian Bank,"House 100, Subhash Nagar, Jaipur",Jaipur,PM Fasal Bima,14015.66,1982-06-01,9508872634,2021-02-14
1320,Vinod Jha,218450350859,50850264224,Canara Bank,"House 477, Rampur, Bhopal",Bhopal,NSP Scholarship,8925.53,1971-07-26,9000759765,2023-02-20
1321,Anjali Reddy,465402405894,49129750493,Central Bank,"House 724, Netaji Nagar, Amritsar",Amritsar,PM-KISAN,4389.33,1962-06-02,9479354559,2025-04-26
1322,Vandana Patel,621179955776,15390633506,Union Bank,"House 440, Lal Bahadur Nagar, Dhubri",Dhubri,PM-KISAN,5376.79,1974-06-27,9164707081,2024-02-09
1323,Lalita Lodhi,461397258947,19029013587,Central Bank,"House 223, Subhash Nagar, Allahabad",Allahabad,MGNREGA,11441.77,1985-06-25,9379547109,2025-09-13
1324,Pushpa Iyer,122296575428,21779082684,Bank of Baroda,"House 12, Nehru Vihar, Jodhpur",Jodhpur,PM-KISAN,5370.68,1974-12-23,9749823257,2021-02-02
1325,Pooja Shah,434574413508,78589099623,Bank of Baroda,"House 189, Gandhi Nagar, Darbhanga",Darbhanga,NSAP Pension,5031.68,1970-06-14,9469714914,2023-05-19
1326,Mukesh Reddy,694385278665,27510633742,State Bank of India,"House 268, Azad Nagar, Patna",Patna,PM Ujjwala,3179.42,1958-05-03,9354780444,2021-01-17
1327,Savita Mehta,911507707412,02199063377,UCO Bank,"House 751, New Colony, Barpeta",Barpeta,PMKVY Skill Dev,14422.93,1978-01-20,9341564939,2024-03-16
1328,Rekha Sahu,166431941799,40512569703,Bank of Baroda,"House 580, Bapunagar, Bhopal",Bhopal,PM Ujjwala,2001.55,1970-06-17,9804105960,2024-08-21
1329,Tulsi Rajput,836109482773,98235220412,UCO Bank,"House 850, Ambedkar Nagar, Jodhpur",Jodhpur,PMKVY Skill Dev,8308.52,1982-10-17,9225390638,2022-02-14
1330,Suman Gupta,604074506612,42850502779,Bank of Baroda,"House 133, Rajiv Nagar, Darrang",Darrang,PMKVY Skill Dev,13598.55,1993-09-08,9212840206,2022-07-16
1331,Anita Bose,888518515004,08177170642,Allahabad Bank,"House 632, Subhash Nagar, Sivasagar",Sivasagar,Ayushman Bharat,26171.42,1964-01-19,9412850611,2021-05-22
1332,Leela Rani,795646975641,37659008372,Allahabad Bank,"House 331, Indira Colony, Bhagalpur",Bhagalpur,PM Fasal Bima,5919.71,1971-01-28,9413657057,2025-07-12
1333,Santosh Rajput,075047073143,71852283427,Allahabad Bank,"House 829, Netaji Nagar, Ludhiana",Ludhiana,PM-KISAN,4945.52,1989-01-29,9633511592,2025-11-10
1334,Vinod Thakur,163260862386,88297197941,Allahabad Bank,"House 142, Shantinagar, Raipur",Raipur,PMSBY Insurance,1695.51,1966-04-27,9854149137,2024-07-23
1335,Anjali Jha,731857594547,13552659777,Punjab National Bank,"House 694, Gandhi Nagar, Goalpara",Goalpara,PM Awas Yojana,141631.91,1960-07-11,9885079207,2025-02-05
1336,Santosh Joshi,436498614537,16514894176,Punjab National Bank,"House 916, Bapunagar, Kanpur",Kanpur,PMSBY Insurance,1854.7,1963-10-13,9001261191,2024-02-04
1337,Vandana Sharma,718345544806,61143071795,UCO Bank,"House 425, Rampur, Bhopal",Bhopal,PM Awas Yojana,140120.39,1987-11-03,9440273739,2023-03-10
1338,Vijay Sahu,468691966609,65128351098,Union Bank,"Plot No.4, Near Panchayat Office, Sonitpur",Ludhiana,PM-KISAN,5984.97,1986-01-17,9167175794,2021-08-15
